"Location ID","Name","Type","Comment","Country","State","County","Latitude","Longitude","Horizontal Datum","Horizontal Collection Method","Vertical Datum","Vertical Collection Method","Location Groups","Elevation","Elevation Unit","Standards","EA_Closed Date","EA_EMS When Created","EA_EMS When Updated","EA_EMS Who Created","EA_EMS Who Updated","EA_Established Date","EA_Well Tag ID"
"E289370","RA 15432 NOX BUBBLE AMEND APRIL 12; 2012","Stack","","","","","55.431839","-120.564098","","Geographic Positioning System (NAD83)","","","15432","","","",NA,2012-04-12 10:03:23,2023-02-07 11:17:17,"Created by Database Link for EMA from 71 Omineca Peace, Oil and Gas Commission","Updated by  EMS from 71 Omineca Peace, Oil and Gas Commission",2012-04-12,""
"E289389","ONE 1318 KW ENERFLEX REBOILER","Stack","","","","","56.35","-122.05","","Geographic Positioning System (NAD83)","","","105870","","","",NA,2012-04-13 09:48:16,2023-02-07 11:17:17,"Created by Database Link for EMA from 71 Omineca Peace, Oil and Gas Commission","Updated by  EMS from 71 Omineca Peace, Oil and Gas Commission",2012-04-13,""
"E289409","NOX BUBBLE FOR 2 COMPRESSORS","Stack","","","","","55.8","-120.6","","Geographic Positioning System (NAD83)","","","106109","","","",NA,2012-04-17 09:09:05,2012-04-19 15:47:58,"Created by Database Link for EMA from 71 Omineca Peace, Oil and Gas Commission","Updated by  EMS from 71 Omineca Peace, Oil and Gas Commission",2012-04-17,""
"E289429","ALTENTECH DRYER","Stack","Aktentech Dryer in Test Location","","","","49.46742","-120.4889","","Google Earth, Google Maps, or other Satellite Imagery","","","","","","",NA,2012-04-18 13:39:23,2012-04-19 15:47:57,"Created by Database Link for EMA from 80 Southern Region, Penticton","Updated by  EMS from 80 Southern Region, Penticton",2012-04-18,""
"E289469","ALTENTECH DRYER TRIALS DISCHARGE","Stack","Single point of discharge from a new biomass drying technology","","","","49.46742","-120.4889","","Google Earth, Google Maps, or other Satellite Imagery","","","","","","",NA,2012-04-20 15:00:21,2012-04-26 15:58:20,"Created by Database Link for EMA from 80 Southern Region, Penticton","Updated by  EMS from 80 Southern Region, Penticton",2012-04-20,""
"E289470","ALTENTECH DRYER TRIALS DISCHARGE","Stack","Single point of discharge from a new biomass drying technology","","","","49.46742","-129.4889","","Google Earth, Google Maps, or other Satellite Imagery","","","","","","",NA,2012-04-20 15:52:02,2012-04-26 15:58:20,"Created by Database Link for EMA from 80 Southern Region, Penticton","Updated by  EMS from 80 Southern Region, Penticton",2012-04-20,""
"E289471","ALTENTECH DRYER TRIALS  DISCHARGE","Stack","Single point of discharge from a new biomass drying technology","","","","49.46742","-120.4889","","Google Earth, Google Maps, or other Satellite Imagery","","","","","","",NA,2012-04-20 16:32:25,2012-04-26 15:58:20,"Created by Database Link for EMA from 80 Southern Region, Penticton","Updated by  EMS from 80 Southern Region, Penticton",2012-04-20,""
"E289490","D3 MONITORING WELL BELL MINE PE1505","Well","Installed in the south west end if the main tailings impoundmet dam #1. Completion Depth of 54.9m, well screen installed in mine rock & natural clay till. (trace gravel/wood, slightly oxidized). Part of  2012 permit amendment -GWMP","","","","54.97991","-126.23305","","Geographic Positioning System (NAD83)","","","1505","791","metre","",NA,2012-04-23 14:28:31,2012-04-24 14:24:14,"Created by Lisa Torunski from 60 Skeena","Updated by Lisa Torunski from 60 Skeena",2012-04-23,""
"E289491","W9 MONITORING WELL BELL MINE PE1505","Well","Installed on west side of propery & down-gradient from main tailings impoundment Dam#1, south of the former plant site wells & north of wells D3 & D4. Completion Depth of 16.2m, well screen installed in natural clay till and clay. Permit amendment 2012","","","","54.98957","-126.23914","","Geographic Positioning System (NAD83)","","","1505","712","metre","",NA,2012-04-23 14:37:47,2012-04-24 14:26:31,"Created by Lisa Torunski from 60 Skeena","Updated by Lisa Torunski from 60 Skeena",2012-04-23,""
"E289492","W9B MONITORING WELL BELL MINE PE1505","Well","Installed on west side & down-gradient from main tailings impoundment Dam#1, south of the former plant site wells & north of wells D3 & D4, Adjacent to well W9. Completion Depth of 7m, well screen installed inclay till. permit amendment 2012. Comments: permit amendment 2012 - water elev. water chemistry 2X/Yr","","","","54.98957","-126.23914","","Google Earth, Google Maps, or other Satellite Imagery","","","1505","712","metre","",NA,2012-04-23 14:47:43,2013-07-15 09:31:33,"Created by Lisa Torunski from 60 Skeena","Updated by Lisa Torunski from 60 Skeena",2012-04-23,""
